timestamp,range,doppler,azimuth,elevation,power,x,y,z,comp_height,comp_velocity,u,v,label,instance
1669620814.954458,11.6343,0.0,-14.6832,-5.316,17.58,-2.93631,-1.0779,11.2059,1.8479,0.0,665,410,4,4
1669620814.954458,12.0652,0.0,-17.3328,-4.1199,21.65,-3.58519,-0.866811,11.4876,1.636811,0.0,613,433,4,4
1669620814.954458,12.4961,0.0,-17.3328,-0.4873,20.76,-3.72272,-0.106278,11.9282,0.876278,0.0,615,502,4,4
1669620814.954458,13.3579,0.0,15.456,-2.5694,18.64,3.55628,-0.598827,12.8619,1.368827,0.0,1239,446,4,2
1669620814.954458,13.3579,0.0,12.696,-2.5694,20.36,2.93282,-0.598827,13.0182,1.368827,0.0,1184,448,4,3
1669620814.954458,13.7888,0.0,12.3648,-2.5694,20.32,2.9497,-0.618144,13.4554,1.388144,0.0,1178,448,4,3
1669620814.954458,14.2197,0.0,12.3648,-2.5694,17.3,3.04188,-0.637461,13.8759,1.407461,0.0,1178,448,4,3
1669620814.954458,17.6669,-0.3996,9.7152,-6.0248,12.97,2.96484,-1.8543,17.3174,2.6243,-0.3996,1125,382,-1,0
1669620814.954458,18.0978,0.0,-0.3312,-4.4743,17.01,-0.104295,-1.41184,18.0423,2.18184,0.0,937,417,4,4
1669620814.954458,20.6832,0.0,11.1504,-4.8287,20.22,3.98563,-1.74105,20.2207,2.51105,0.0,1153,403,4,2
1669620814.954458,21.1141,0.0,11.9232,-4.6072,15.82,4.34809,-1.69597,20.5918,2.46597,0.0,1169,406,4,2
1669620814.954458,23.2686,-0.1332,11.1504,-3.5883,21.26,4.49098,-1.45631,22.7846,2.22631,-0.1332,1154,426,4,3
1669620814.954458,24.5613,0.0,13.1376,-5.6704,15.72,5.55523,-2.4268,23.8014,3.1968,0.0,1192,384,-1,0
1669620814.954458,24.9922,0.0,7.8384,-4.6072,15.87,3.39741,-2.00748,24.6787,2.77748,0.0,1090,408,-1,0
1669620814.954458,24.9922,0.0,12.696,-4.6072,15.87,5.47499,-2.00748,24.3024,2.77748,0.0,1184,405,4,2
1669620814.954458,28.0085,-0.1332,37.2048,-1.6834,27.42,16.9285,-0.822796,22.2986,1.592796,-0.1332,1767,440,-1,0
1669620814.954458,28.4394,-0.1332,37.2048,-1.6834,28.56,17.1889,-0.835454,22.6416,1.605454,-0.1332,1767,439,-1,0
1669620814.954458,28.8703,-0.1332,37.2048,-1.6834,23.53,17.4494,-0.848113,22.9847,1.618113,-0.1332,1767,439,-1,0
1669620814.954458,29.3012,0.0,20.976,-3.9427,14.61,10.4643,-2.01472,27.2947,2.78472,0.0,1355,409,2,5
1669620814.954458,29.3012,0.0,13.4688,-3.9427,11.74,6.80856,-2.01472,28.4279,2.78472,0.0,1200,416,4,3
