timestamp,range,doppler,azimuth,elevation,power,x,y,z,comp_height,comp_velocity,u,v,label,instance
1664686855.602329,52.5698,0.0,38.64,0.8417,11.33,32.8224,0.772246,41.057,1.377754,0.0,1783,496,-1,0
1664686855.602329,53.0007,0.0,38.64,1.0189,16.84,33.0897,0.94247,41.3915,1.2075299999999998,0.0,1783,501,-1,0
1664686855.602329,53.4316,0.0,38.1984,1.0189,16.08,33.0362,0.950133,41.9839,1.1998669999999998,0.0,1769,501,-1,0
1664686855.602329,53.4316,0.0,36.3216,1.0189,16.79,31.6434,0.950133,43.0433,1.1998669999999998,0.0,1712,501,-1,0
1664686855.602329,53.8625,0.0,36.3216,1.0189,13.47,31.8986,0.957795,43.3904,1.192205,0.0,1712,501,-1,0
1664686855.602329,54.7243,0.0,22.08,1.5062,14.89,20.5638,1.43843,50.6933,0.7115699999999998,0.0,1352,516,-1,0
1664686855.602329,56.8788,0.0,35.7696,0.8417,17.78,33.2436,0.835544,46.145,1.3144559999999998,0.0,1696,497,-1,0
1664686855.602329,57.3097,0.0,35.7696,0.8417,18.59,33.4955,0.841874,46.4946,1.308126,0.0,1696,497,-1,0
1664686855.602329,58.6024,0.0,17.7744,-10.3662,17.4,17.5975,-10.5449,54.8942,12.6949,0.0,1254,282,-1,0
1664686855.602329,59.0333,0.0,17.3328,-9.8346,20.36,17.3288,-10.0832,55.5245,12.2332,0.0,1246,293,-1,0
1664686855.602329,59.4642,0.0,17.0016,2.0378,22.25,17.3762,2.11448,56.8294,0.0355199999999999,0.0,1244,528,-1,0
1664686855.602329,59.8951,0.0,16.56,0.0,20.57,17.0713,0.0,57.4108,2.15,0.0,1234,488,-1,0
1664686855.602329,60.326,0.0,16.56,0.0,17.52,17.1941,0.0,57.8238,2.15,0.0,1234,488,-1,0
1664686855.602329,60.7569,0.0,8.1696,0.3101,15.51,8.63366,0.328831,60.1394,1.821169,0.0,1069,498,-1,0
1664686855.602329,61.1878,0.0,12.696,0.3101,15.86,13.4475,0.331163,59.6909,1.818837,0.0,1156,496,-1,0
1664686855.602329,61.6187,0.0,11.9232,0.3101,16.62,12.7303,0.333495,60.2884,1.816505,0.0,1141,496,-1,0
1664686855.602329,62.0496,0.0,10.0464,0.3101,17.91,10.8241,0.335827,61.0973,1.814173,0.0,1105,497,-1,0
1664686855.602329,62.4805,0.0,9.7152,0.6645,19.85,10.5429,0.724615,61.5803,1.425385,0.0,1098,504,-1,0
1664686855.602329,62.9114,0.0,9.7152,0.6645,18.26,10.6156,0.729612,62.005,1.420388,0.0,1098,504,-1,0
