timestamp,range,doppler,azimuth,elevation,power,x,y,z,comp_height,comp_velocity,u,v,label,instance
1669617135.960375,5.6017,-0.2664,-35.328,5.6704,4.36,-3.22337,0.55348,4.54781,0.21652,1.2836,208,664,-1,0
1669617135.960375,6.0326,-0.2664,-30.0288,-2.215,11.05,-3.01667,-0.233156,5.21897,1.003156,1.2836,338,484,2,3
1669617135.960375,6.4635,-0.2664,-30.0288,0.8417,14.5,-3.23421,0.0949482,5.59533,0.6750518,1.2836,340,547,2,3
1669617135.960375,6.8944,-0.2664,-30.0288,0.8417,11.65,-3.44983,0.101278,5.96835,0.668722,1.2836,339,546,2,3
1669617135.960375,7.3253,-0.2664,-39.0816,0.8417,6.42,-4.61757,0.107608,5.68564,0.662392,1.2836,99,554,4,1
1669617135.960375,7.7562,-0.2664,-31.3536,2.0378,1.51,-4.03314,0.275801,6.61939,0.494199,1.2836,307,570,4,1
1669617135.960375,7.7562,-0.2664,-22.9632,-8.2841,2.91,-2.99443,-1.11753,7.06705,1.88753,1.2836,495,355,2,2
1669617135.960375,8.1871,-0.2664,-22.9632,-8.2841,3.87,-3.16079,-1.17961,7.45966,1.94961,1.2836,495,354,2,2
1669617135.960375,8.618,-0.2664,-22.9632,-8.2841,2.48,-3.32714,-1.2417,7.85228,2.0117000000000003,1.2836,495,353,2,2
1669617135.960375,9.4798,-0.2664,-31.3536,-8.2841,1.37,-4.88105,-1.36586,8.01102,2.13586,1.2836,303,345,2,3
1669617135.960375,9.9107,-1.4652,35.328,3.2339,2.28,5.7218,0.559085,8.07282,0.2109149999999999,0.0847999999999999,1711,565,-1,0
1669617135.960375,9.9107,-0.2664,-25.392,-3.4111,7.57,-4.24227,-0.589684,8.93742,1.359684,1.2836,444,450,2,3
1669617135.960375,9.9107,-1.4652,32.2368,3.2339,3.13,5.27814,0.559085,8.36962,0.2109149999999999,0.0847999999999999,1626,564,-1,0
1669617135.960375,10.3416,-1.4652,32.6784,3.0567,6.73,5.57572,0.551457,8.69229,0.218543,0.0847999999999999,1637,559,-1,0
1669617135.960375,10.3416,-0.2664,-25.392,-3.4111,11.87,-4.42671,-0.615323,9.326,1.385323,1.2836,444,449,2,3
1669617135.960375,10.7725,-1.4652,32.2368,3.0567,6.34,5.73809,0.574435,9.09896,0.195565,0.0847999999999999,1626,559,-1,0
1669617135.960375,10.7725,-0.2664,-25.392,-2.5694,12.13,-4.6147,-0.482925,9.72204,1.252925,1.2836,444,466,2,3
1669617135.960375,11.2034,-0.2664,-25.392,-1.5062,6.72,-4.80246,-0.294483,10.1176,1.064483,1.2836,445,487,2,2
1669617135.960375,11.2034,-1.5984,25.392,-1.0189,6.81,4.80336,-0.199221,10.1195,0.969221,-0.0484,1454,472,-1,0
1669617135.960375,11.6343,-1.5984,25.392,2.0378,7.02,4.98574,0.413702,10.5037,0.356298,-0.0484,1455,535,-1,0
1669617135.960375,11.6343,-1.5984,18.1056,2.0378,5.86,3.6133,0.413702,11.0512,0.356298,-0.0484,1296,536,-1,0
1669617135.960375,11.6343,-0.3996,-24.6192,-1.5062,4.87,-4.84501,-0.305809,10.573,1.075809,1.1504,462,486,2,2
1669617135.960375,11.6343,-1.5984,22.08,2.0378,8.18,4.37058,0.413702,10.7742,0.356298,-0.0484,1381,536,-1,0
1669617135.960375,12.0652,-1.5984,24.9504,2.3922,8.32,5.08507,0.503597,10.9297,0.266403,-0.0484,1445,542,-1,0
1669617135.960375,12.0652,-0.2664,-24.6192,-1.0189,6.61,-5.02539,-0.214546,10.9667,0.984546,1.2836,462,496,2,2
1669617135.960375,12.4961,-1.5984,18.9888,1.5062,9.83,4.06462,0.328461,11.812,0.441539,-0.0484,1314,525,-1,0
1669617135.960375,12.4961,-1.5984,16.2288,1.5062,10.54,3.49113,0.328461,11.994,0.441539,-0.0484,1257,526,-1,0
1669617135.960375,12.4961,-0.2664,-22.5216,-1.0189,3.84,-4.78565,-0.222208,11.5413,0.992208,1.2836,507,494,4,1
1669617135.960375,12.927,-1.5984,18.1056,1.5062,12.99,4.01593,0.339788,12.2827,0.430212,-0.0484,1295,525,-1,0
