timestamp,range,doppler,azimuth,elevation,power,x,y,z,comp_height,comp_velocity,u,v,label,instance
1664688800.409881,34.9029,0.0,-20.5344,3.9427,7.66,-12.2139,2.39988,32.6079,-1.62988,0.0,521,585,-1,0
1664688800.409881,35.3338,0.0,-23.2944,3.9427,9.25,-13.9399,2.42951,32.3768,-1.65951,0.0,463,588,-1,0
1664688800.409881,36.1956,0.0,-21.7488,3.0567,10.4,-13.3928,1.9301,33.5713,-1.1601,0.0,495,568,-1,0
1664688800.409881,36.6265,0.0,-22.9632,2.9238,12.68,-14.2709,1.86824,33.6802,-1.09824,0.0,469,567,-1,0
1664688800.409881,39.6428,0.0,-22.9632,0.6645,13.36,-15.4652,0.459756,36.4989,0.310244,0.0,468,521,-1,0
1664688800.409881,40.0737,0.0,-20.976,0.1329,10.39,-14.3454,0.0929526,37.4179,0.6770474,0.0,510,510,-1,0
1664688800.409881,40.9355,0.0,-20.5344,1.0189,13.03,-14.3567,0.727924,38.3285,0.042076,0.0,520,527,-1,0
1664688800.409881,41.3664,0.0,-18.9888,1.3733,10.83,-13.4561,0.9914,39.1041,-0.2213999999999999,0.0,552,533,-1,0
1664688800.409881,49.5535,0.0,-17.0016,2.9238,15.89,-14.4705,2.52761,47.3262,-1.75761,0.0,593,561,-1,0
1664688800.409881,49.9844,0.0,-17.0016,3.0567,16.03,-14.5946,2.66538,47.7319,-1.89538,0.0,593,563,-1,0
1664688800.409881,50.4153,0.0,-17.0016,3.7655,14.02,-14.7095,3.31093,48.1079,-2.54093,0.0,593,577,-1,0
1664688800.409881,50.8462,0.0,-19.32,3.5883,10.63,-16.7892,3.1823,47.8888,-2.4123,0.0,546,576,-1,0
1664688800.409881,58.6024,-2.664,-0.6624,5.4932,9.22,-0.674379,5.60987,58.3294,-4.83987,-2.664,905,599,5,1
1664688800.409881,59.0333,-2.664,-0.6624,6.0248,13.14,-0.678703,6.19607,58.7033,-5.426069999999999,-2.664,905,609,5,1
1664688800.409881,59.4642,-2.664,-0.6624,6.202,18.9,-0.68343,6.42416,59.1122,-5.654159999999999,-2.664,905,612,5,1
1664688800.409881,59.8951,-2.664,-0.6624,6.202,20.37,-0.688383,6.47071,59.5406,-5.700710000000001,-2.664,905,612,5,1
1664688800.409881,60.326,-2.664,1.104,4.4743,16.92,1.15877,4.70615,60.131,-3.93615,-2.664,937,579,5,1
1664688800.409881,60.7569,-2.664,1.104,4.9616,10.24,1.16623,5.25475,60.518,-4.48475,-2.664,938,588,5,1
1664688800.409881,61.6187,-2.664,0.6624,5.4932,13.3,0.70909,5.89861,61.3316,-5.12861,-2.664,930,598,5,1
1664688800.409881,62.0496,-2.664,1.104,5.316,15.93,1.19038,5.74881,61.7712,-4.978809999999999,-2.664,938,595,5,1
1664688800.409881,62.4805,-2.664,1.104,5.1388,16.85,1.19899,5.5963,62.2178,-4.8263,-2.664,938,591,5,1
1664688800.409881,63.7732,-2.664,0.0,2.5694,8.15,0.0,2.85892,63.7091,-2.08892,-2.664,916,544,5,1
1664688800.409881,64.2041,-2.664,0.0,2.7466,15.25,0.0,3.07659,64.1303,-2.30659,-2.664,916,547,5,1
1664688800.409881,64.635,-2.664,0.0,2.7466,21.63,0.0,3.09724,64.5608,-2.32724,-2.664,916,547,5,1
1664688800.409881,65.0659,-2.664,0.0,2.5694,23.07,0.0,2.91687,65.0005,-2.14687,-2.664,916,544,5,1
1664688800.409881,65.4968,-2.664,0.0,2.5694,20.53,0.0,2.93619,65.431,-2.16619,-2.664,916,544,5,1
1664688800.409881,66.3586,-2.664,0.6624,2.0378,8.05,0.766674,2.35963,66.3122,-1.58963,-2.664,928,533,5,1
1664688800.409881,66.7895,-2.664,0.6624,2.0378,13.62,0.771652,2.37496,66.7428,-1.6049600000000002,-2.664,928,533,5,1
1664688800.409881,67.2204,-2.664,0.6624,2.0378,15.79,0.77663,2.39028,67.1734,-1.6202800000000002,-2.664,928,533,5,1
1664688800.409881,68.944,-2.664,0.6624,2.0378,12.12,0.796544,2.45157,68.8958,-1.6815699999999998,-2.664,928,533,5,1
1664688800.409881,69.3749,-2.664,0.6624,2.0378,17.16,0.801522,2.46689,69.3264,-1.6968899999999998,-2.664,928,533,5,1
1664688800.409881,69.8058,-2.664,0.6624,1.8606,16.7,0.806586,2.26645,69.7643,-1.4964499999999998,-2.664,928,530,5,1
1664688800.409881,70.6676,-2.664,0.6624,2.3922,10.8,0.816262,2.94964,70.6013,-2.17964,-2.664,928,540,5,1
1664688800.409881,71.0985,-2.664,0.6624,2.215,12.87,0.821342,2.74792,71.0406,-1.97792,-2.664,928,537,5,1
1664688800.409881,71.5294,-2.664,0.6624,2.0378,15.52,0.826414,2.5435,71.4794,-1.7735,-2.664,928,533,5,1
1664688800.409881,72.3912,-2.664,-1.104,2.215,13.14,-1.39374,2.79788,72.3237,-2.02788,-2.664,895,537,5,1
1664688800.409881,72.8221,-2.664,-1.104,2.3922,13.62,-1.40186,3.03957,72.7451,-2.26957,-2.664,895,541,5,1
1664688800.409881,73.253,-2.664,1.104,0.8417,14.34,1.41123,1.07608,73.2315,-0.3060799999999999,-2.664,936,511,5,1
1664688800.409881,73.6839,-2.7972,1.104,1.3733,12.91,1.41928,1.76593,73.6491,-0.99593,-2.7972,936,521,5,1
1664688800.409881,75.4075,-2.664,0.3312,1.5062,10.94,0.435742,1.9821,75.3802,-1.2121,-2.664,922,523,5,1
1664688800.409881,75.8384,-2.664,-1.4352,1.8606,10.62,-1.89847,2.46231,75.7746,-1.69231,-2.664,889,531,5,1
1664688800.409881,76.2693,-2.664,-1.104,2.215,16.58,-1.4684,2.94776,76.1982,-2.17776,-2.664,895,537,5,1
1664688800.409881,76.7002,-2.664,-1.104,2.215,20.05,-1.4767,2.96442,76.6287,-2.19442,-2.664,895,537,5,1
1664688800.409881,77.1311,-2.664,-0.6624,2.215,20.5,-0.891031,2.98107,77.0683,-2.21107,-2.664,904,537,5,1
1664688800.409881,77.562,-2.664,-0.3312,2.215,17.04,-0.448012,2.99773,77.5028,-2.22773,-2.664,910,537,5,1
1664688800.409881,77.9929,-2.664,0.3312,2.215,18.31,0.450501,3.01438,77.9333,-2.24438,-2.664,922,537,5,1
