timestamp,range,doppler,azimuth,elevation,power,x,y,z,comp_height,comp_velocity,u,v,label,instance
1669618611.295847,5.6017,-1.4652,14.6832,7.5753,0.0,1.40749,0.738467,5.37147,0.031533,-0.2652000000000001,1226,656,-1,0
1669618611.295847,7.3253,0.0,7.8384,2.7466,18.39,0.997873,0.35102,7.24852,0.41898,1.2,1092,558,4,1
1669618611.295847,7.3253,0.0,10.488,2.7466,19.87,1.33189,0.35102,7.19464,0.41898,1.2,1142,558,4,1
1669618611.295847,7.7562,0.0,10.0464,1.1961,19.7,1.35274,0.161906,7.63561,0.608094,1.2,1133,527,4,1
1669618611.295847,7.7562,0.0,7.3968,1.1961,18.46,0.998317,0.161906,7.68998,0.608094,1.2,1083,528,4,1
1669618611.295847,8.1871,-0.1332,8.5008,1.1961,17.36,1.20998,0.170901,8.09539,0.599099,1.0668,1104,527,4,1
1669618611.295847,9.0489,-0.1332,9.7152,1.6834,6.64,1.52635,0.265826,8.91528,0.504174,1.0668,1128,535,4,1
1669618611.295847,9.9107,0.0,19.7616,16.2138,6.44,3.2176,2.76729,8.95607,-1.99729,1.2,1336,829,-1,0
1669618611.295847,10.7725,-1.332,-15.0144,2.7466,9.42,-2.78754,0.516206,10.3928,0.2537939999999999,-0.1320000000000001,662,564,-1,0
1669618611.295847,10.7725,-0.3996,-29.1456,2.9238,6.06,-5.23971,0.549481,9.39629,0.220519,0.8004,361,582,-1,0
1669618611.295847,11.2034,-1.4652,-10.488,2.7466,10.83,-2.03701,0.536854,11.0036,0.2331459999999999,-0.2652000000000001,750,561,-1,0
1669618611.295847,11.2034,-0.3996,-29.1456,2.9238,5.65,-5.4493,0.571461,9.77214,0.198539,0.8004,361,581,-1,0
1669618611.295847,11.6343,-1.4652,-13.1376,3.0567,11.34,-2.6406,0.620389,11.3137,0.149611,-0.2652000000000001,699,568,-1,0
1669618611.295847,11.6343,-0.2664,-31.7952,2.9238,5.01,-6.12195,0.59344,9.87555,0.17656,0.9336,296,584,-1,0
1669618611.295847,12.0652,-1.4652,-8.9424,3.0567,10.15,-1.87276,0.643367,11.9016,0.126633,-0.2652000000000001,779,565,-1,0
1669618611.295847,12.0652,0.0,17.7744,0.6645,7.2,3.68289,0.139926,11.4885,0.630074,1.2,1288,509,2,2
1669618611.295847,12.4961,-1.4652,-9.2736,3.0567,10.98,-2.01087,0.666344,12.3152,0.1036559999999999,-0.2652000000000001,773,565,-1,0
1669618611.295847,12.4961,0.0,18.1056,0.4873,7.07,3.88326,0.106278,11.8769,0.663722,1.2,1295,505,4,1
1669618611.295847,12.927,-1.4652,-4.8576,17.9858,8.94,-1.04116,3.99162,12.2511,-3.22162,-0.2652000000000001,862,851,-1,0
1669618611.295847,13.3579,-1.4652,-4.416,-0.8417,10.04,-1.02841,-0.196226,13.3168,0.966226,-0.2652000000000001,862,489,-1,0
1669618611.295847,13.7888,-0.2664,11.592,0.0,4.17,2.77074,0.0,13.5076,0.77,0.9336,1164,497,2,2
1669618611.295847,14.2197,0.0,18.1056,-0.4873,6.17,4.41889,-0.120937,13.5151,0.890937,1.2,1295,485,4,1
1669618611.295847,14.2197,0.0,15.0144,-0.4873,4.37,3.68365,-0.120937,13.7338,0.890937,1.2,1231,486,2,2
1669618611.295847,15.5124,-1.5984,-0.6624,0.1329,11.78,-0.179335,0.0359816,15.5113,0.7340184000000001,-0.3984000000000001,932,504,-1,0
1669618611.295847,15.9433,-1.5984,-0.3312,0.6645,8.2,-0.092154,0.184902,15.942,0.585098,-0.3984000000000001,939,514,-1,0
1669618611.295847,16.3742,-0.3996,-17.7744,0.8417,6.15,-4.99801,0.240535,15.5909,0.5294650000000001,0.8004,606,526,-1,0
1669618611.295847,16.8051,-0.3996,-16.56,1.3733,8.77,-4.7884,0.402756,16.1034,0.367244,0.8004,631,535,-1,0
1669618611.295847,17.6669,-0.2664,-11.9232,0.0,12.24,-3.64999,0.0,17.2857,0.77,0.9336,721,506,-1,0
1669618611.295847,17.6669,-1.4652,18.5472,-3.4111,20.02,5.60963,-1.05118,16.7196,1.82118,-0.2652000000000001,1303,425,-1,0
