timestamp,range,doppler,azimuth,elevation,power,x,y,z,comp_height,comp_velocity,u,v,label,instance
1668935608.704062,8.618,0.0,-36.7632,-14.0874,2.77,-5.00283,-2.09764,6.69638,2.86764,0.0,158,204,-1,0
1668935608.704062,9.4798,0.0,-31.7952,-14.0874,3.24,-4.84455,-2.3074,7.81491,3.0774,0.0,289,216,-1,0
1668935608.704062,9.9107,0.0,-30.0288,-7.7525,4.87,-4.91433,-1.3369,8.502,2.1069,0.0,335,358,-1,0
1668935608.704062,10.3416,0.0,-29.5872,-7.7525,8.66,-5.05947,-1.39502,8.91091,2.16502,0.0,346,357,-1,0
1668935608.704062,10.7725,0.0,-29.5872,-7.5753,8.09,-5.27248,-1.42013,9.28606,2.19013,0.0,346,361,-1,0
1668935608.704062,11.2034,0.0,-29.5872,-7.5753,4.58,-5.48337,-1.47693,9.65751,2.24693,0.0,346,360,-1,0
1668935608.704062,12.0652,0.0,-26.2752,-7.3981,4.86,-5.2966,-1.55355,10.7285,2.32355,0.0,422,365,-1,0
1668935608.704062,12.4961,0.0,-26.2752,-7.3981,3.39,-5.48576,-1.60903,11.1117,2.37903,0.0,422,365,-1,0
1668935608.704062,12.927,0.0,-23.2944,-7.3981,6.1,-5.0695,-1.66452,11.7744,2.43452,0.0,488,366,-1,0
1668935608.704062,13.7888,0.0,-22.9632,-7.0437,16.53,-5.33896,-1.69087,12.6003,2.46087,0.0,495,373,-1,0
1668935608.704062,14.2197,0.0,-22.9632,-6.8665,13.96,-5.50788,-1.70006,12.999,2.47006,0.0,495,376,-1,0
1668935608.704062,15.5124,0.0,-20.976,-10.0118,5.53,-5.46852,-2.69685,14.2638,3.46685,0.0,536,313,-1,0
1668935608.704062,15.9433,0.0,-21.3072,-10.0118,4.44,-5.70507,-2.77176,14.6273,3.54176,0.0,529,312,-1,0
1668935608.704062,16.8051,0.1332,-18.9888,-5.6704,6.83,-5.44134,-1.66044,15.8128,2.43044,0.1332,579,399,-1,0
1668935608.704062,17.236,0.1332,-18.9888,-5.6704,13.48,-5.58086,-1.70301,16.2183,2.47301,0.1332,579,399,-1,0
1668935608.704062,17.6669,0.1332,-18.9888,-5.8476,14.49,-5.7186,-1.79995,16.6186,2.56995,0.1332,579,396,-1,0
1668935608.704062,18.0978,0.0,0.3312,-2.3922,17.25,0.104523,-0.755396,18.0817,1.525396,0.0,950,456,-1,0
1668935608.704062,18.5287,0.0,0.3312,-2.7466,20.42,0.106982,-0.887874,18.5071,1.657874,0.0,950,449,-1,0
1668935608.704062,18.9596,0.0,0.3312,-2.7466,21.78,0.10947,-0.908522,18.9375,1.678522,0.0,950,449,-1,0
1668935608.704062,19.3905,0.0,0.6624,-3.0567,17.49,0.223851,-1.03398,19.3616,1.80398,0.0,956,443,-1,0
1668935608.704062,20.6832,0.0,-3.6432,-5.1388,14.06,-1.30899,-1.85257,20.5584,2.62257,0.0,875,406,0,9
