timestamp,range,doppler,azimuth,elevation,power,x,y,z,comp_height,comp_velocity,u,v,label,instance
1664875979.414691,6.0326,-1.7316,-35.7696,-7.9297,5.04,-3.4925,-0.832245,4.84789,1.602245,0.2983999999999998,159,357,-1,0
1664875979.414691,6.4635,-1.8648,-23.736,3.4111,6.68,-2.5971,0.384577,5.90627,0.385423,0.1651999999999998,454,593,-1,0
1664875979.414691,6.8944,-1.8648,-24.1776,4.2971,6.15,-2.81578,0.516585,6.27194,0.253415,0.1651999999999998,444,610,-1,0
1664875979.414691,7.3253,-1.998,-22.08,-3.2339,7.34,-2.7492,-0.413237,6.77725,1.183237,0.0319999999999998,486,457,-1,0
1664875979.414691,7.7562,-1.998,-11.592,-3.2339,10.27,-1.55606,-0.437545,7.5859,1.207545,0.0319999999999998,696,454,-1,0
1664875979.414691,8.1871,-1.998,-11.592,3.2339,8.84,-1.64251,0.461853,8.00734,0.308147,0.0319999999999998,699,575,-1,0
1664875979.414691,8.618,-1.998,-11.1504,-1.8606,9.52,-1.66571,-0.279808,8.45086,1.049808,0.0319999999999998,705,478,-1,0
1664875979.414691,9.0489,-1.998,-6.2928,-1.5062,11.5,-0.991502,-0.237851,8.99127,1.007851,0.0319999999999998,797,482,-1,0
1664875979.414691,9.4798,-1.998,8.9424,-2.7466,15.86,1.47186,-0.454261,9.35382,1.224261,0.0319999999999998,1081,451,-1,0
1664875979.414691,9.9107,-1.998,8.5008,-2.215,18.9,1.46394,-0.383043,9.7945,1.153043,0.0319999999999998,1073,460,-1,0
1664875979.414691,10.3416,-1.998,8.5008,-2.215,16.81,1.52759,-0.399697,10.2203,1.169697,0.0319999999999998,1073,460,-1,0
1664875979.414691,10.7725,-1.998,8.1696,-2.215,9.07,1.52967,-0.416351,10.6552,1.1863510000000002,0.0319999999999998,1067,460,-1,0
1664875979.414691,11.2034,-1.998,10.8192,-2.215,8.28,2.10142,-0.433005,10.996,1.203005,0.0319999999999998,1118,458,-1,0
1664875979.414691,11.6343,-1.998,10.8192,-0.8417,10.5,2.18364,-0.170907,11.4263,0.940907,0.0319999999999998,1118,483,-1,0
1664875979.414691,12.0652,-1.998,11.1504,-0.6645,12.5,2.33307,-0.139926,11.8366,0.909926,0.0319999999999998,1125,486,-1,0
1664875979.414691,12.0652,-1.998,8.1696,-0.6645,12.92,1.71439,-0.139926,11.942,0.909926,0.0319999999999998,1067,488,-1,0
1664875979.414691,12.4961,-1.998,0.3312,6.5564,13.09,0.0717613,1.42682,12.4142,-0.65682,0.0319999999999998,923,625,-1,0
1664875979.414691,12.927,-1.4652,41.0688,3.4111,8.26,8.47754,0.769153,9.72867,0.000847,0.5647999999999997,1861,569,0,1
1664875979.414691,13.3579,-1.4652,41.5104,3.4111,7.75,8.83734,0.794792,9.98515,-0.024792,0.5647999999999997,1877,569,0,1
1664875979.414691,13.7888,-1.998,1.4352,0.3101,18.27,0.345354,0.0746283,13.7843,0.6953717,0.0319999999999998,941,508,-1,0
1664875979.414691,14.2197,-1.998,1.7664,0.3101,16.15,0.43831,0.0769604,14.2127,0.6930396,0.0319999999999998,948,507,-1,0
1664875979.414691,14.6506,-1.998,8.9424,-0.3101,13.01,2.27728,-0.0792926,14.4723,0.8492926000000001,0.0319999999999998,1082,492,-1,0
1664875979.414691,15.0815,-1.998,7.3968,-0.6645,13.61,1.94146,-0.174907,14.955,0.944907,0.0319999999999998,1053,486,-1,0
1664875979.414691,15.5124,-1.998,4.8576,1.0189,16.23,1.31338,0.275845,15.4542,0.494155,0.0319999999999998,1006,518,-1,0
1664875979.414691,15.9433,-1.998,4.8576,0.4873,17.56,1.35002,0.135596,15.8855,0.634404,0.0319999999999998,1005,508,-1,0
1664875979.414691,16.3742,-1.998,4.8576,0.0,10.34,1.38656,0.0,16.3154,0.77,0.0319999999999998,1005,499,-1,0
