timestamp,range,doppler,azimuth,elevation,power,x,y,z,comp_height,comp_velocity,u,v,label,instance
1670042093.874068,24.1304,0.0,9.7152,-4.8287,15.6,4.05757,-2.03122,23.6999,4.18122,0.83,1126,403,3,2
1670042093.874068,26.2849,0.1332,5.52,-1.8606,15.46,2.5271,-0.853415,26.1492,3.003415,0.9632,1047,461,3,1
1670042093.874068,26.7158,0.1332,5.52,-1.8606,16.77,2.56852,-0.867406,26.5779,3.017406,0.9632,1047,461,3,1
1670042093.874068,27.1467,0.1332,5.52,-4.6072,14.31,2.60289,-2.18054,26.9335,4.33054,0.9632,1046,410,3,2
1670042093.874068,27.5776,0.5328,0.0,-3.7655,13.54,0.0,-1.81111,27.5181,3.96111,1.3628,943,428,3,2
1670042093.874068,27.5776,-0.1332,11.592,-4.6072,18.32,5.52357,-2.21515,26.9278,4.36515,0.6968,1162,405,3,2
1670042093.874068,28.0085,-0.1332,11.592,-4.4743,14.88,5.61091,-2.185,27.3536,4.335,0.6968,1162,408,3,2
1670042093.874068,28.8703,-0.1332,10.488,-4.9616,13.81,5.23556,-2.49694,28.2816,4.64694,0.6968,1141,399,3,2
1670042093.874068,29.3012,-0.1332,10.488,-4.9616,13.27,5.3137,-2.5342,28.7037,4.6842,0.6968,1141,399,3,2
1670042093.874068,30.163,0.1332,5.1888,-4.9616,10.8,2.71766,-2.60874,29.9268,4.75874,0.9632,1040,403,3,2
1670042093.874068,30.5939,0.1332,5.1888,-4.8287,16.24,2.75703,-2.5753,30.3604,4.7253,0.9632,1040,405,3,2
1670042093.874068,31.0248,0.1332,5.1888,-4.9616,17.61,2.7953,-2.68327,30.7819,4.83327,0.9632,1040,403,3,2
1670042093.874068,31.4557,0.1332,5.52,-4.9616,14.31,3.01449,-2.72054,31.1925,4.87054,0.9632,1046,402,3,2
1670042093.874068,41.7973,0.0,8.1696,-4.8287,13.78,5.91847,-3.51837,41.2263,5.66837,0.83,1096,402,3,2
1670042093.874068,42.2282,0.0,8.9424,-5.8476,25.92,6.52986,-4.30233,41.4979,6.45233,0.83,1111,382,3,2
1670042093.874068,42.6591,0.0,8.9424,-5.4932,28.96,6.60054,-4.08365,41.9471,6.233649999999999,0.83,1111,389,3,2
1670042093.874068,43.09,0.0,8.9424,-5.4932,29.05,6.66721,-4.1249,42.3708,6.274900000000001,0.83,1111,389,3,2
1670042093.874068,43.5209,0.0,8.9424,-5.4932,24.18,6.73388,-4.16615,42.7945,6.31615,0.83,1111,389,3,2
1670042093.874068,43.9518,0.3996,-1.7664,-3.5883,18.43,-1.35214,-2.7508,43.8448,4.9008,1.2296,911,431,3,2
